Date,Open,High,Low,Close,Adj Close,Volume
2011-08-26,41.180000,43.840000,30.160000,31.820000,31.820000,0
2011-09-02,34.290001,39.860001,32.700001,34.320000,34.320000,0
2011-09-09,35.529999,43.180000,31.750000,31.969999,31.969999,0
2011-09-16,31.809999,43.869999,30.430000,41.349998,41.349998,0
2011-09-23,42.169998,43.340000,35.320000,38.840000,38.840000,0
2011-09-30,40.930000,46.880001,36.150002,36.270000,36.270000,0
2011-10-07,35.669998,37.820000,29.790001,30.700001,30.700001,0
2011-10-14,29.070000,36.869999,28.080000,34.779999,34.779999,0
2011-10-21,32.759998,33.299999,24.700001,25.459999,25.459999,0
2011-10-28,26.020000,37.529999,24.440001,30.500000,30.500000,0
2011-11-04,31.459999,36.430000,27.469999,32.810001,32.810001,0
2011-11-11,29.910000,36.459999,29.450001,34.509998,34.509998,0
2011-11-18,33.160000,35.290001,31.280001,33.980000,33.980000,0
2011-11-25,34.610001,34.770000,26.639999,27.410000,27.410000,0
2011-12-02,26.260000,30.910000,25.290001,30.590000,30.590000,0
2011-12-09,29.610001,29.610001,23.270000,25.110001,25.110001,0
2011-12-16,24.160000,25.379999,20.340000,21.160000,21.160000,0
2011-12-23,21.100000,23.559999,20.719999,22.650000,22.650000,0
2011-12-30,22.860001,23.730000,21.340000,21.480000,21.480000,0
2012-01-06,21.240000,22.030001,20.049999,20.469999,20.469999,0
2012-01-13,21.410000,23.440001,19.450001,19.870001,19.870001,0
2012-01-20,19.910000,20.000000,16.799999,18.570000,18.570000,0
2012-01-27,19.160000,20.330000,17.980000,17.980000,17.980000,0
2012-02-03,16.840000,18.719999,16.100000,18.629999,18.629999,0
2012-02-10,20.100000,21.980000,17.920000,19.219999,19.219999,0
2012-02-17,18.730000,18.969999,16.639999,16.799999,16.799999,0
2012-02-24,16.680000,19.250000,16.420000,17.260000,17.260000,0
2012-03-02,17.650000,21.240000,17.139999,17.950001,17.950001,0
2012-03-09,17.160000,17.540001,13.990000,15.420000,15.420000,0
2012-03-16,14.430000,16.580000,13.660000,15.570000,15.570000,0
2012-03-23,15.650000,17.270000,14.140000,15.480000,15.480000,0
2012-03-30,14.880000,17.740000,14.670000,16.700001,16.700001,0
2012-04-06,18.940001,21.059999,17.200001,17.200001,17.200001,0
2012-04-13,17.950001,20.420000,17.580000,18.360001,18.360001,0
2012-04-20,17.920000,20.270000,15.750000,16.240000,16.240000,0
2012-04-27,15.830000,17.920000,15.830000,17.559999,17.559999,0
2012-05-04,18.030001,21.590000,17.809999,18.830000,18.830000,0
2012-05-11,19.930000,24.510000,18.620001,24.490000,24.490000,0
2012-05-18,23.270000,25.139999,19.980000,21.540001,21.540001,0
2012-05-25,22.049999,25.459999,20.990000,24.059999,24.059999,0
2012-06-01,25.870001,27.730000,20.740000,21.719999,21.719999,0
2012-06-08,22.540001,24.930000,19.629999,21.680000,21.680000,0
2012-06-15,22.469999,23.090000,16.770000,20.080000,20.080000,0
2012-06-22,18.650000,21.360001,17.900000,19.709999,19.709999,0
2012-06-29,17.520000,19.709999,16.270000,17.500000,17.500000,0
2012-07-06,18.200001,19.510000,16.950001,18.330000,18.330000,0
2012-07-13,17.780001,17.820000,15.450000,15.450000,15.450000,0
2012-07-20,16.650000,21.000000,15.970000,17.530001,17.530001,0
2012-07-27,17.110001,19.250000,16.520000,17.570000,17.570000,0
2012-08-03,16.049999,16.469999,15.270000,15.280000,15.280000,0
2012-08-10,15.340000,15.500000,13.670000,14.290000,14.290000,0
2012-08-17,14.230000,16.450001,13.300000,15.960000,15.960000,0
2012-08-24,15.990000,18.049999,15.180000,17.830000,17.830000,0
2012-08-31,17.250000,18.959999,15.600000,15.600000,15.600000,0
2012-09-07,15.600000,16.540001,13.910000,14.050000,14.050000,0
2012-09-14,13.820000,14.920000,13.510000,14.070000,14.070000,0
2012-09-21,13.940000,17.080000,13.690000,14.840000,14.840000,0
2012-09-28,15.230000,16.530001,14.530000,14.550000,14.550000,0
2012-10-05,13.680000,16.790001,13.670000,15.590000,15.590000,0
2012-10-12,15.410000,16.209999,14.500000,15.030000,15.030000,0
2012-10-19,14.910000,19.650000,14.900000,18.120001,18.120001,0
2012-10-26,18.030001,18.840000,16.450001,16.690001,16.690001,0
2012-11-02,16.059999,19.400000,16.049999,18.490000,18.490000,0
2012-11-09,18.799999,18.809999,15.930000,17.990000,17.990000,0
2012-11-16,17.650000,18.500000,14.770000,15.310000,15.310000,0
2012-11-23,15.000000,16.980000,15.000000,15.060000,15.060000,0
2012-11-30,15.260000,17.530001,14.890000,16.580000,16.580000,0
2012-12-07,16.120001,16.670000,15.410000,16.559999,16.559999,0
2012-12-14,16.680000,17.959999,15.460000,17.670000,17.670000,0
2012-12-21,19.850000,20.900000,17.760000,19.469999,19.469999,0
2012-12-28,20.320000,23.230000,14.240000,14.560000,14.560000,0
2013-01-04,14.230000,14.530000,13.220000,13.490000,13.490000,0
2013-01-11,13.550000,13.990000,13.160000,13.570000,13.570000,0
2013-01-18,13.520000,13.530000,12.290000,12.690000,12.690000,0
2013-01-25,12.630000,14.430000,12.500000,14.280000,14.280000,0
2013-02-01,13.370000,14.750000,12.720000,13.500000,13.500000,0
2013-02-08,13.200000,13.420000,12.630000,12.660000,12.660000,0
2013-02-15,12.470000,16.209999,12.080000,15.220000,15.220000,0
2013-02-22,14.600000,19.280001,13.570000,15.510000,15.510000,0
2013-03-01,16.100000,16.820000,13.030000,13.060000,13.060000,0
2013-03-08,12.670000,13.300000,11.050000,11.300000,11.300000,0
2013-03-15,11.520000,15.400000,11.210000,13.990000,13.990000,0
2013-03-22,13.340000,14.610000,12.390000,12.700000,12.700000,0
2013-03-29,13.460000,14.790000,12.620000,13.890000,13.890000,0
2013-04-05,15.640000,15.650000,12.150000,12.240000,12.240000,0
2013-04-12,12.610000,18.200001,11.990000,17.559999,17.559999,0
2013-04-19,16.670000,16.980000,13.130000,13.620000,13.620000,0
2013-04-26,13.940000,14.670000,13.360000,13.590000,13.590000,0
2013-05-03,12.920000,13.530000,12.490000,13.130000,13.130000,0
2013-05-10,13.080000,13.460000,12.490000,13.070000,13.070000,0
2013-05-17,12.730000,15.110000,12.260000,14.070000,14.070000,0
2013-05-24,14.590000,15.650000,13.560000,14.530000,14.530000,0
2013-05-31,15.020000,18.510000,14.360000,16.629999,16.629999,0
2013-06-07,15.900000,18.600000,14.960000,16.410000,16.410000,0
2013-06-14,16.629999,21.320000,15.360000,20.490000,20.490000,0
2013-06-21,18.969999,21.910000,16.340000,16.860001,16.860001,0
2013-06-28,17.250000,17.690001,15.880000,16.200001,16.200001,0
2013-07-05,15.590000,16.280001,13.570000,14.010000,14.010000,0
2013-07-12,13.900000,14.560000,13.200000,13.770000,13.770000,0
2013-07-19,13.890000,13.970000,12.070000,12.970000,12.970000,0
2013-07-26,13.410000,14.140000,12.710000,12.940000,12.940000,0
2013-08-02,12.660000,13.910000,11.830000,12.730000,12.730000,0
2013-08-09,12.880000,14.850000,12.290000,14.730000,14.730000,0
2013-08-16,14.560000,16.559999,13.620000,14.760000,14.760000,0
2013-08-23,14.290000,17.129999,13.900000,16.809999,16.809999,0
2013-08-30,16.750000,17.809999,15.630000,15.770000,15.770000,0
2013-09-06,15.350000,16.809999,13.730000,14.290000,14.290000,0
2013-09-13,14.270000,14.680000,13.020000,13.160000,13.160000,0
2013-09-20,13.300000,14.710000,12.520000,14.060000,14.060000,0
2013-09-27,14.620000,18.709999,14.620000,17.670000,17.670000,0
2013-10-04,17.719999,21.340000,16.290001,16.480000,16.480000,0
2013-10-11,16.309999,18.670000,12.890000,13.480000,13.480000,0
2013-10-18,12.860000,14.210000,12.340000,13.200000,13.200000,0
2013-10-25,13.160000,14.350000,13.060000,13.750000,13.750000,0
2013-11-01,13.460000,14.140000,12.670000,13.910000,13.910000,0
2013-11-08,13.760000,13.800000,12.280000,12.370000,12.370000,0
2013-11-15,12.120000,13.940000,11.990000,12.660000,12.660000,0
2013-11-22,12.690000,12.990000,12.240000,12.980000,12.980000,0
2013-11-29,13.060000,15.710000,12.930000,15.080000,15.080000,0
2013-12-06,13.970000,16.090000,13.490000,15.540000,15.540000,0
2013-12-13,15.170000,16.750000,12.890000,14.150000,14.150000,0
2013-12-20,13.610000,13.870000,11.690000,12.330000,12.330000,0
2013-12-27,12.210000,14.590000,12.200000,14.230000,14.230000,0
2014-01-03,14.060000,14.220000,12.160000,12.890000,12.890000,0
2014-01-10,12.600000,13.650000,11.810000,12.530000,12.530000,0
2014-01-17,12.340000,14.660000,12.040000,13.770000,13.770000,0
2014-01-24,14.950000,18.990000,14.920000,17.290001,17.290001,0
2014-01-31,18.709999,21.480000,17.090000,17.230000,17.230000,0
2014-02-07,16.150000,16.309999,13.980000,14.140000,14.140000,0
2014-02-14,14.210000,15.800000,13.440000,14.790000,14.790000,0
2014-02-21,14.740000,14.830000,13.660000,14.040000,14.040000,0
2014-02-28,14.220000,16.780001,13.490000,14.210000,14.210000,0
2014-03-07,13.510000,16.660000,13.510000,16.219999,16.219999,0
2014-03-14,16.740000,18.219999,13.890000,14.520000,14.520000,0
2014-03-21,13.960000,16.070000,13.460000,14.620000,14.620000,0
2014-03-28,14.150000,14.860000,12.920000,13.370000,13.370000,0
2014-04-04,12.880000,16.379999,12.600000,15.890000,15.890000,0
2014-04-11,16.660000,17.850000,13.070000,13.360000,13.360000,0
2014-04-18,14.100000,14.110000,12.900000,13.320000,13.320000,0
2014-04-25,13.930000,15.280000,13.100000,13.250000,13.250000,0
2014-05-02,13.150000,14.490000,12.830000,13.430000,13.430000,0
2014-05-09,13.550000,14.030000,11.880000,13.170000,13.170000,0
2014-05-16,13.310000,13.660000,11.680000,12.030000,12.030000,0
2014-05-23,11.960000,11.970000,11.360000,11.570000,11.570000,0
2014-05-30,11.660000,12.340000,11.290000,11.680000,11.680000,0
2014-06-06,11.320000,12.810000,10.730000,12.560000,12.560000,0
2014-06-13,12.450000,12.890000,10.420000,10.620000,10.620000,0
2014-06-20,10.400000,12.510000,10.340000,11.630000,11.630000,0
2014-06-27,11.720000,12.040000,10.280000,10.320000,10.320000,0
2014-07-04,11.150000,13.230000,11.010000,12.590000,12.590000,0
2014-07-11,12.500000,15.380000,10.590000,14.540000,14.540000,0
2014-07-18,13.340000,13.620000,11.410000,11.840000,11.840000,0
2014-07-25,12.030000,17.110001,12.030000,16.950001,16.950001,0
2014-08-01,16.670000,17.570000,14.690000,16.660000,16.660000,0
2014-08-08,16.430000,17.090000,12.420000,12.420000,12.420000,0
2014-08-15,11.910000,14.940000,11.520000,11.760000,11.760000,0
2014-08-22,11.880000,12.730000,11.240000,12.050000,12.050000,0
2014-08-29,11.860000,13.410000,11.700000,12.640000,12.640000,0
2014-09-05,12.370000,14.060000,11.960000,12.800000,12.800000,0
2014-09-12,12.850000,14.530000,11.730000,12.030000,12.030000,0
2014-09-19,11.730000,16.690001,11.520000,15.640000,15.640000,0
2014-09-26,15.770000,17.980000,14.310000,16.160000,16.160000,0
2014-10-03,15.160000,19.379999,14.050000,18.760000,18.760000,0
2014-10-10,19.110001,31.059999,18.139999,25.200001,25.200001,0
2014-10-17,21.680000,23.080000,15.560000,16.530001,16.530001,0
2014-10-24,16.430000,18.059999,14.070000,14.520000,14.520000,0
2014-10-31,13.840000,15.930000,13.670000,13.670000,13.670000,0
2014-11-07,13.710000,14.310000,12.380000,13.790000,13.790000,0
2014-11-14,13.790000,15.740000,13.130000,13.580000,13.580000,0
2014-11-21,13.160000,13.800000,11.910000,12.070000,12.070000,0
2014-11-28,12.640000,14.750000,12.090000,12.380000,12.380000,0
2014-12-05,12.080000,20.129999,11.530000,20.080000,20.080000,0
2014-12-12,20.510000,25.200001,16.070000,16.809999,16.809999,0
2014-12-19,16.570000,17.200001,14.010000,14.370000,14.370000,0
2014-12-26,14.600000,19.910000,14.130000,19.200001,19.200001,0
2015-01-02,17.760000,22.900000,16.990000,17.010000,17.010000,0
2015-01-09,16.440001,23.340000,16.440001,22.389999,22.389999,0
2015-01-16,22.799999,23.430000,16.070000,16.400000,16.400000,0
2015-01-23,16.790001,21.559999,15.520000,18.760000,18.760000,0
2015-01-30,20.230000,22.809999,16.670000,16.850000,16.850000,0
2015-02-06,16.290001,19.280001,15.280000,15.340000,15.340000,0
2015-02-13,15.110000,16.740000,14.690000,15.290000,15.290000,0
2015-02-20,15.730000,16.290001,12.860000,13.910000,13.910000,0
2015-02-27,14.070000,14.710000,12.870000,14.040000,14.040000,0
2015-03-06,14.610000,17.190001,14.180000,15.420000,15.420000,0
2015-03-13,15.470000,16.740000,13.380000,14.070000,14.070000,0
2015-03-20,13.520000,17.190001,12.540000,15.800000,15.800000,0
2015-03-27,15.730000,16.660000,14.080000,14.670000,14.670000,0
2015-04-03,15.750000,15.760000,13.090000,13.090000,13.090000,0
2015-04-10,13.200000,14.740000,12.500000,12.600000,12.600000,0
2015-04-17,13.970000,15.020000,12.120000,12.480000,12.480000,0
2015-04-24,12.210000,15.290000,12.160000,14.550000,14.550000,0
2015-05-01,13.980000,16.360001,12.100000,15.130000,15.130000,0
2015-05-08,13.360000,15.130000,12.700000,12.740000,12.740000,0
2015-05-15,12.460000,13.270000,12.090000,12.110000,12.110000,0
2015-05-22,12.370000,14.630000,11.820000,13.310000,13.310000,0
2015-05-29,13.590000,15.490000,13.400000,14.710000,14.710000,0
2015-06-05,15.010000,15.740000,12.560000,12.850000,12.850000,0
2015-06-12,13.310000,15.620000,12.540000,13.190000,13.190000,0
2015-06-19,13.350000,14.160000,11.930000,14.010000,14.010000,0
2015-06-26,14.130000,19.799999,13.640000,16.790001,16.790001,0
2015-07-03,18.650000,20.049999,15.930000,19.969999,19.969999,0
2015-07-10,17.450001,18.170000,11.870000,12.110000,12.110000,0
2015-07-17,11.770000,13.080000,11.710000,12.640000,12.640000,0
2015-07-24,12.870000,16.270000,11.850000,12.130000,12.130000,0
2015-07-31,12.030000,14.250000,10.880000,13.770000,13.770000,0
2015-08-07,13.570000,16.280001,12.180000,13.490000,13.490000,0
2015-08-14,13.690000,19.240000,12.800000,19.139999,19.139999,0
2015-08-21,22.549999,53.290001,20.799999,26.100000,26.100000,0
2015-08-28,26.690001,33.820000,23.450001,25.610001,25.610001,0
2015-09-04,27.430000,29.469999,21.510000,24.370001,24.370001,0
2015-09-11,25.379999,25.809999,17.870001,21.139999,21.139999,0
2015-09-18,23.070000,26.290001,20.049999,23.469999,23.469999,0
2015-09-25,21.120001,28.330000,20.809999,22.549999,22.549999,0
2015-10-02,23.990000,24.469999,16.340000,17.420000,17.420000,0
2015-10-09,17.150000,18.780001,16.040001,16.049999,16.049999,0
2015-10-16,15.640000,16.860001,14.410000,14.450000,14.450000,0
2015-10-23,13.460000,15.990000,12.800000,14.610000,14.610000,0
2015-10-30,14.600000,16.389999,13.670000,15.050000,15.050000,0
2015-11-06,14.910000,18.500000,14.320000,18.370001,18.370001,0
2015-11-13,18.680000,20.670000,16.000000,16.990000,16.990000,0
2015-11-20,16.129999,17.209999,15.050000,15.190000,15.190000,0
2015-11-27,15.310000,19.350000,14.630000,18.110001,18.110001,0
2015-12-04,17.430000,20.129999,14.690000,19.340000,19.340000,0
2015-12-11,21.360001,26.809999,16.129999,18.940001,18.940001,0
2015-12-18,19.340000,23.299999,14.450000,15.740000,15.740000,0
2015-12-25,17.650000,20.389999,15.630000,18.209999,18.209999,0
2016-01-01,22.480000,25.860001,19.250000,24.990000,24.990000,0
2016-01-08,22.959999,27.389999,21.440001,23.950001,23.950001,0
2016-01-15,28.959999,32.090000,25.010000,26.690001,26.690001,0
2016-01-22,24.209999,27.219999,20.420000,22.420000,22.420000,0
2016-01-29,21.590000,27.700001,19.500000,21.840000,21.840000,0
2016-02-05,22.090000,30.900000,21.910000,28.139999,28.139999,0
2016-02-12,27.160000,27.570000,21.290001,21.639999,21.639999,0
2016-02-19,22.389999,23.440001,19.020000,19.110001,19.110001,0
2016-02-26,18.889999,20.809999,16.320000,16.700001,16.700001,0
2016-03-04,16.480000,19.590000,16.049999,18.049999,18.049999,0
2016-03-11,17.090000,17.850000,13.820000,14.440000,14.440000,0
2016-03-18,14.050000,16.440001,13.750000,14.740000,14.740000,0
2016-03-25,15.650000,16.040001,13.060000,13.950000,13.950000,0
2016-04-01,15.230000,16.770000,13.000000,16.160000,16.160000,0
2016-04-08,15.340000,16.570000,13.380000,13.720000,13.720000,0
2016-04-15,13.770000,14.940000,12.500000,13.950000,13.950000,0
2016-04-22,13.700000,15.610000,13.150000,15.220000,15.220000,0
2016-04-29,15.210000,17.090000,14.480000,15.910000,15.910000,0
2016-05-06,16.200001,16.580000,13.290000,14.410000,14.410000,0
2016-05-13,15.150000,17.650000,13.970000,16.330000,16.330000,0
2016-05-20,16.129999,16.469999,13.430000,13.430000,13.430000,0
2016-05-27,13.490000,15.250000,13.040000,13.630000,13.630000,0
2016-06-03,13.780000,14.850000,12.720000,14.640000,14.640000,0
2016-06-10,14.890000,22.889999,14.850000,19.370001,19.370001,0
2016-06-17,19.420000,21.219999,16.590000,17.250000,17.250000,0
2016-06-24,26.059999,26.719999,15.290000,15.630000,15.630000,0
2016-07-01,15.590000,17.040001,14.330000,14.760000,14.760000,0
2016-07-08,14.640000,14.750000,12.140000,12.820000,12.820000,0
2016-07-15,13.120000,13.220000,11.400000,12.740000,12.740000,0
2016-07-22,12.800000,13.740000,11.970000,12.720000,12.720000,0
2016-07-29,12.850000,14.240000,11.770000,12.420000,12.420000,0
2016-08-05,12.080000,12.500000,11.020000,11.680000,11.680000,0
2016-08-12,11.610000,13.710000,11.280000,11.430000,11.430000,0
2016-08-19,11.670000,14.090000,11.330000,13.630000,13.630000,0
2016-08-26,13.540000,14.930000,12.130000,13.480000,13.480000,0
2016-09-02,13.470000,13.900000,11.650000,12.510000,12.510000,0
2016-09-09,12.520000,20.510000,12.520000,16.299999,16.299999,0
2016-09-16,16.410000,17.100000,11.760000,12.020000,12.020000,0
2016-09-23,12.000000,15.690000,11.930000,14.020000,14.020000,0
2016-09-30,14.910000,15.200000,12.530000,12.840000,12.840000,0
2016-10-07,13.520000,17.950001,12.210000,16.690001,16.690001,0
2016-10-14,16.490000,17.110001,13.740000,13.750000,13.750000,0
2016-10-21,14.040000,15.430000,12.730000,15.360000,15.360000,0
2016-10-28,15.670000,22.570000,14.650000,22.080000,22.080000,0
2016-11-04,21.860001,23.010000,13.260000,14.740000,14.740000,0
2016-11-11,14.830000,16.000000,12.970000,13.350000,13.350000,0
2016-11-18,13.560000,13.740000,12.160000,12.430000,12.430000,0
2016-11-25,12.520000,14.720000,12.230000,14.070000,14.070000,0
2016-12-02,14.160000,14.480000,11.300000,12.640000,12.640000,0
2016-12-09,12.590000,13.420000,11.670000,12.790000,12.790000,0
2016-12-16,12.880000,12.950000,10.930000,11.430000,11.430000,0
2016-12-23,11.380000,13.710000,11.350000,13.370000,13.370000,0
2016-12-30,13.200000,14.680000,11.400000,11.670000,11.670000,0
2017-01-06,11.700000,12.600000,10.980000,11.540000,11.540000,0
2017-01-13,11.450000,13.280000,10.940000,12.780000,12.780000,0
2017-01-20,12.580000,12.620000,10.510000,10.630000,10.630000,0
2017-01-27,10.570000,12.990000,9.970000,11.930000,11.930000,0
2017-02-03,11.840000,11.840000,10.720000,10.880000,10.880000,0
2017-02-10,10.850000,12.860000,10.550000,11.760000,11.760000,0
2017-02-17,11.840000,12.460000,11.370000,11.710000,11.710000,0
2017-02-24,11.810000,12.960000,11.320000,11.810000,11.810000,0
2017-03-03,11.960000,12.430000,10.940000,12.300000,12.300000,0
2017-03-10,11.970000,12.540000,10.600000,11.210000,11.210000,0
2017-03-17,11.380000,13.170000,10.780000,13.120000,13.120000,0
2017-03-24,12.860000,15.110000,11.030000,11.540000,11.540000,0
2017-03-31,11.610000,13.590000,10.900000,12.390000,12.390000,0
2017-04-07,13.170000,16.219999,12.230000,15.960000,15.960000,0
2017-04-14,16.190001,16.280001,13.460000,14.150000,14.150000,0
2017-04-21,13.850000,15.330000,10.220000,10.360000,10.360000,0
2017-04-28,10.390000,11.240000,9.900000,10.460000,10.460000,0
2017-05-05,10.510000,11.230000,9.560000,10.600000,10.600000,0
2017-05-12,10.720000,16.299999,10.180000,14.660000,14.660000,0
2017-05-19,14.230000,14.230000,9.720000,9.990000,9.990000,0
2017-05-26,9.930000,11.300000,9.650000,9.890000,9.890000,0
2017-06-02,10.080000,10.930000,9.580000,10.160000,10.160000,0
2017-06-09,9.930000,12.370000,9.370000,10.900000,10.900000,0
2017-06-16,10.630000,11.400000,10.010000,10.480000,10.480000,0
2017-06-23,10.250000,15.160000,9.680000,11.440000,11.440000,0
2017-06-30,11.740000,13.050000,10.280000,12.540000,12.540000,0
2017-07-07,12.480000,12.570000,9.900000,9.900000,9.900000,0
2017-07-14,10.090000,10.350000,9.500000,9.580000,9.580000,0
2017-07-21,9.520000,11.500000,8.840000,10.110000,10.110000,0
2017-07-28,10.620000,11.300000,9.800000,10.440000,10.440000,0
2017-08-04,10.480000,16.170000,9.520000,16.040001,16.040001,0
2017-08-11,16.170000,17.280001,11.250000,15.550000,15.550000,0
2017-08-18,15.380000,16.040001,11.350000,12.230000,12.230000,0
2017-08-25,12.200000,14.340000,10.340000,10.590000,10.590000,0
2017-09-01,10.330000,14.060000,10.020000,11.550000,11.550000,0
2017-09-08,11.870000,12.600000,10.280000,10.440000,10.440000,0
2017-09-15,10.510000,10.740000,9.540000,9.670000,9.670000,0
2017-09-22,9.900000,11.210000,9.500000,9.550000,9.550000,0
2017-09-29,9.590000,10.040000,9.130000,9.190000,9.190000,0
2017-10-06,9.230000,10.660000,9.110000,9.910000,9.910000,0
2017-10-13,9.950000,11.770000,9.440000,10.050000,10.050000,0
2017-10-20,9.920000,13.200000,9.290000,11.300000,11.300000,0
2017-10-27,11.120000,11.120000,9.670000,9.930000,9.930000,0
2017-11-03,9.830000,12.190000,8.990000,10.500000,10.500000,0
